Data_Source,Image_Name,Percent_Confluency
180328_121909_GMP048,A1_02_1_2_Phase Contrast_001.tif,1.60759731621262
180328_121909_GMP048,A1_02_1_2_Phase Contrast_002.tif,1.20262522413095
180328_121909_GMP048,A1_02_1_2_Phase Contrast_003.tif,2.53005885244953
180328_121909_GMP048,A1_02_1_2_Phase Contrast_005.tif,9.75520923708716
180328_121909_GMP048,A1_02_1_2_Phase Contrast_006.tif,20.0211297645902
